number,type,name,city
1,villa,DESHAYES,Paris
21,rue et place,REUNION,Paris
5,rue,PICARDIE,Paris
47,rue,LACROIX,Paris
27,rue,GINOUX,Paris
134,rue,MOUFFETARD,Paris
2,rue,CAIL,Paris
6,rue,JACQUES CŒUR,Paris
1,rue,JEAN NICOT,Paris
6,rue,CHRISTIANI,Paris
6,rue,FAUBOURG ST-HONORÉ,Paris
2,impasse,SAINT EUSTACHE,Paris
10,villa,SAINT-MICHEL,Paris
203,boulevard,RASPAIL,Paris
8,cité,VANEAU,Paris
13,place,PONT-NEUF,Paris
5,impasse,MARE,Paris
4,passage,FOLIE-REGNAULT,Paris
14,rue,PRÉVOT,Paris
11,rue,CLAUDE BERNARD,Paris
8,rue,BÉARN,Paris
29,rue,CINQ-DIAMANTS,Paris
53,rue,SAINT-BLAISE,Paris
46,rue,BERZÉLIUS,Paris
35,rue,SIBUET,Paris
26,impasse,MOULIN-VERT,Paris
50,rue,ROUELLE,Paris
3,rue,POITEVINS,Paris
56,rue,CAMBRONNE,Paris
64,rue,N.-D. DE NAZARETH,Paris
6,avenue,OBSERVATOIRE,Paris
26,rue,DEPARTEMENT,Paris
160,quai,JEMMAPES,Paris
59,rue,MYRHA,Paris
39,rue,FRANÇOIS Ier,Paris
15,rue,AFFRE,Paris
30,avenue,VICTOR-HUGO,Paris
27,rue,ECURIES D'ARTOIS,Paris
56,avenue,WAGRAM,Paris
10,rue,DURAND-CLAYE,Paris
43,rue,BAGNOLET,Paris
3,rue,URSINS,Paris
52,rue,SAMSON,Paris
3,impasse,BERTHIER,Paris
26,passage,GÉNIE,Paris
84,rue,RÉBEVAL,Paris
110,rue,BLOMET,Paris
9,impasse,SAINT-DENIS,Paris
39,rue,BLANCHE,Paris
285,rue,SAINT-DENIS,Paris
30,rue,LEGENDRE,Paris
26,rue,CONSTANTINOPLE,Paris
19,rue,DOCTEUR BLANCHE,Paris
49,rue,PONTHIEU,Paris
25,rue,LA MICHODIÈRE,Paris
22,rue,CHERCHE-MIDI,Paris
200,rue,CHAMPIONNET,Paris
180,rue,NATIONALE,Paris
19,rue,HAUTEFEUILLE,Paris
2,rue,SUGER,Paris
1,rue,TOURNELLES,Paris
2,passage,DRIANCOURT,Paris
2,rue,CHARLES NODIER,Paris
16,rue,CLISSON,Paris
13,rue,NAVIER,Paris
13,rue,CHAUCHAT,Paris
49,rue,WASHINGTON,Paris
118,boulevard,MAGENTA,Paris
66,rue,COLONIE,Paris
18,rue,N.-D. DE RECOUVRANCE,Paris
4,rue,PANORAMAS,Paris
12,rue,LÉCUIROT,Paris
15,impasse,DECRÈS,Paris
6,place,PALAIS-BOURBON,Paris
15,passage,DESCHAMPS,Paris
3,rue,GRACIEUSE,Paris
23,rue,EUGÈNE FLACHAT,Paris
3,rue,BIGORRE,Paris
5,rue,VILIN,Paris
5,rue,CAILLÉ,Paris
6,rue,LIBAN,Paris
114,rue,ABBÉ GROULT,Paris
32,rue,GRÉGOIRE DE TOURS,Paris
136,rue,GRENELLE,Paris
20,rue,CENDRIERS,Paris
14,passage,VICTOR MARCHAND,Paris
148,quai,JEMMAPES,Paris
28,rue,ROCHER,Paris
51,rue,PIERRE CHARRON,Paris
148,rue,SAINT-HONORÉ,Paris
1,rue,RICHOMME,Paris
123,rue,ORDENER,Paris
18,rue,MARTYRS,Paris
31,rue,VAUGIRARD,Paris
29,quai,HORLOGE,Paris
1,rue,INDUSTRIE,Paris
1,cité,ANTIN,Paris
13,rue,CASTELLANE,Paris
129,rue,BLOMET,Paris
1,place,FÊTES,Paris
44,rue,VIEILLE DU TEMPLE,Paris
13,villa,RENAISSANCE,Paris
56,rue,CINQ-DIAMANTS,Paris
9,villa,SCHEFFER,Paris
24,rue,PENTHIEVRE,Paris
22,rue,CHAPON,Paris
100,boulevard,MALESHERBES,Paris
44,rue,DAGUERRE,Paris
137,avenue,VERSAILLES,Paris
36,rue,TRÉVISE,Paris
53,rue,MONTREUIL,Paris
11,passage,RUELLE,Paris
13,rue,OBLIGADO,Paris
104,boulevard,MALESHERBES,Paris
83,rue,LAUGIER,Paris
132,boulevard,GRENELLE,Paris
21,rue,MEYNADIER,Paris
159,rue,ROME,Paris
2,rue,ARGENSON,Paris
78,avenue,MARCEAU,Paris
19,rue,THOLOZÉ,Paris
17,rue,ÉGLISE,Paris
5,rue,CHATEAUDUN,Paris
286,rue,VAUGIRARD,Paris
8,rue,BLAINVILLE,Paris
55,avenue,TERNES,Paris
109,avenue,MAINE,Paris
95,rue,CHEMIN-VERT,Paris
7,rue,LÉONIE,Paris
181,boulevard,VOLTAIRE,Paris
46,boulevard,INVALIDES,Paris
1,rue,SULLY,Paris
25,rue,LAURISTON,Paris
20,passage,COURTOIS,Paris
8,rue,SAINTONGE,Paris
50,rue,SÈVRES,Paris
94,rue,AVRON,Paris
10,cité,GÊNES,Paris
23,rue,GUYOT,Paris
6,rue,ÉLISA LEMONNIER,Paris
6,rue,ODESSA,Paris
4,rue,FERRONNERIE,Paris
39,avenue,VERSAILLES,Paris
28,rue,GRAMMONT,Paris
16,place,ABBESSES,Paris
18,rue,RÉBEVAL,Paris
2,rue,LÉO DELIBES,Paris
95,rue,VERCINGÉTORIX,Paris
2,rue,BOURBON-LE-CHATEAU,Paris
42,rue,SAINT-FERDINAND,Paris
9,rue,LECOURBE,Paris
10,rue,BRÉZIN,Paris
1,rue,CHARDON-LAGACHE,Paris
35,rue,MÉNILMONTANT,Paris
29,rue,GOUTTE D'OR,Paris
85,rue,GRENELLE,Paris
3,passage,IVRY,Paris
56,rue,ARGOUT,Paris
12,rue,SAINT-AMAND,Paris
134,avenue,ITALIE,Paris
41,rue,COLONIE,Paris
20,rue,TROUSSEAU,Paris
149,rue,FAUBOURG SAINT-DENIS,Paris
4,rue,GIT-LE-CŒUR,Paris
6,rue,ÉTOILE,Paris
47,rue,DUTOT,Paris
27,rue,TEMPLE,Paris
17,avenue,BEAUCOURT,Paris
8,rue,SAULES,Paris
26,rue,DOCTEUR BLANCHE,Paris
31,rue,BAUDELIQUE,Paris
41,rue,RICHARD LENOIR,Paris
1,rue,CHÉREAU,Paris
1,rue,SAINT- JÉROME,Paris
18,boulevard,CAPUCINES,Paris
87,boulevard,BESSIÈRES,Paris
89,rue,CROIX-NIVERT,Paris
42,rue,BÉNARD,Paris
7,rue,CONDORCET,Paris
15,rue,ANDRÉ DEL SARTE,Paris
5,rue,SÈVRES,Paris
257,rue,FAUBOURG SAINT-ANTOINE,Paris
53,rue,SCHEFFER,Paris
11,cité,LECLAIRE,Paris
38,rue,JUSTICE,Paris
4,rue,DANVILLE,Paris
117,rue,MANIN,Paris
10,rue,LILLE,Paris
12,rue,ARMAILLÉ,Paris
15,cour,PETITES ÉCURIES,Paris
2,rue,MIRBEL,Paris
64,boulevard,ROCHECHOUART,Paris
48,rue,CHARENTON,Paris
88,rue,PROCESSION,Paris
5,impasse,COQ,Paris
60,rue,LEIBNITZ,Paris
148,rue,TEMPLE,Paris
57,avenue,GAMBETTA,Paris
22,rue,RAMBUTEAU,Paris
33,rue,SPONTINI,Paris
3,passage,VANVES,Paris
24,place,DAUPHINE,Paris
5,rue,MIOLLIS,Paris
48,rue,DUNOIS,Paris
16,passage,CAIRE,Paris
9,boulevard,BONNE-NOUVELLE,Paris
40,rue,LISBONNE,Paris
111,avenue,St-OUEN,Paris
9,rue,PESTALOZZI,Paris
49,rue,BLOMET,Paris
50,rue,PRAIRIES,Paris
17,rue,CHANOINESSE,Paris
60,rue,CHATEAU DES RENTIERS,Paris
2,rue,BARRAULT,Paris
44,rue,CORTAMBERT,Paris
49,rue,ÉPINETTES,Paris
8,passage,ORTEAUX,Paris
61,rue,PLAINE,Paris
10,rue,ÉCOLE POLYTECHNIQUE,Paris
61,rue,CHATEAU D'EAU,Paris
14,impasse,BRIARE,Paris
64,avenue,LEDRU-ROLLIN,Paris
12,rue,ROUSSIN,Paris
283,rue,FAUBOURG SAINT-ANTOINE,Paris
2,villa,HERRAN,Paris
2,impasse,CURÉ,Paris
42,rue,VITRUVE,Paris
37,rue,QUINCAMPOIX,Paris
233,rue,CROIX-NIVERT,Paris
29,rue,PICPUS,Paris
11,cité,BERGÈRE,Paris
39,rue,MARONITES,Paris
30,rue,BOURDONNAIS,Paris
36,rue,RIVOLI,Paris
170,rue,LEGENDRE,Paris
1,rue,GRENÉTA,Paris
18,rue,HOUDART,Paris
56,boulevard,ARAGO,Paris
7,rue,CHABROL,Paris
36,rue,ORTEAUX,Paris
34,rue,DUSSOUBS,Paris
1,rue,SOLFÉRINO,Paris
12,rue,TUNNEL,Paris
12,rue,DESCARTES,Paris
40,rue,"F,  FOUR",Paris
9,rue,AUDE,Paris
39,rue,SAUSSURE,Paris
37,rue,JUGE,Paris
53,rue,VIGNES,Paris
7,rue,SARETTE,Paris
2,rue,ANNAM,Paris
174,avenue,DAUMESNIL,Paris
8,place,LABORDE,Paris
42,rue,SAINT-DOMINIQUE,Paris
6,rue,DÉCHARGEURS,Paris
41,rue,BERGERS,Paris
10,rue,AVRE,Paris
9,rue,PRONY,Paris
18,rue,GRENÉTA,Paris
17,boulevard,CAPUCINES,Paris
8,rue,LABROUSTE,Paris
129,rue,CARDINET,Paris
64,rue,CHATEAU DES RENTIERS,Paris
97,rue,LA BOETIE,Paris
161,rue,BAGNOLET,Paris
104,rue,MEAUX,Paris
19,rue,PLUMET,Paris
74,rue,LÉVIS,Paris
4,rue,CLAUDE TILLIER,Paris
88,avenue,CHOISY,Paris
11,rue,CROIX DES PETITS-CHAMPS,Paris
23,rue,BRÉA,Paris
18,rue,BAUDELIQUE,Paris
1,place,VOLTAIRE,Paris
1,rue,BERGERS,Paris
86,rue,SAINT-DOMINIQUE,Paris
13,rue,NICE,Paris
14,rue,MARSEILLE,Paris
24,passage,DHIER,Paris
15,rue,SAINT-AMBROISE,Paris
4,rue,UNIVERSITÉ,Paris
3,rue,MARCADET,Paris
111,boulevard,SOULT,Paris
5,rue,ROSES,Paris
44,rue,AQUEDUC,Paris
19,rue,AUGEREAU,Paris
28,rue,BREY,Paris
12,rue,PONTHIEU,Paris
6,rue,ALLÉE VERTE,Paris
48,avenue,MARCEAU,Paris
13,rue,BUCHERIE,Paris
11,rue,THÉATRE,Paris
3,rue,MILTON,Paris
38,rue,PETITS-CHAMPS,Paris
24,rue,PONTHIEU,Paris
24,place,BATIGNOLLES,Paris
4,place,MALESHERBES,Paris
80,boulevard,COURCELLES,Paris
8,rue,PROVIDENCE,Paris
11,rue,OBLIGADO,Paris
69,rue,GRENÉTA,Paris
91,rue,OURCQ,Paris
229,rue,BELLEVILLE,Paris
55,avenue,PHILIPPE-AUGUSTE,Paris
19,rue,CHAUVELOT,Paris
60,rue,AUBERVILLIERS,Paris
6,cité,ANTIN,Paris
188,rue,FAUBOURG SAINT-ANTOINE,Paris
17,rue,HELDER,Paris
31,rue,FÉLICITÉ,Paris
2,passage,NOIROT,Paris
6,rue,DUÉE,Paris
9,rue,VAUGIRARD,Paris
203,avenue,MAINE,Paris
23,boulevard,VAUGIRARD,Paris
50,rue,CLÉRY,Paris
31,rue,BAGNOLET,Paris
33,boulevard,DIDEROT,Paris
11,rue,MANDAR,Paris
4,rue,POUCHET,Paris
69,rue,ASSOMPTION,Paris
76,avenue,MARCEAU,Paris
9,rue,SAINTE-CHAPELLE,Paris
42,rue,TIQUETONNE,Paris
39,rue,COMMERCE,Paris
33,rue,BELLECHASSE,Paris
82,rue,BOISSIÈRE,Paris
7,rue,JACOB,Paris
12,rue,DAREAU,Paris
3,rue,CASTELLANE,Paris
2,rue,PAIX,Paris
3,rue,FAUVET,Paris
5,rue,LAMBERT,Paris
3,rue,FLEURY,Paris
58,rue,GRENÉTA,Paris
23,boulevard,BESSIÈRES,Paris
22,rue,LISBONNE,Paris
42,rue,DULONG,Paris
28,rue,SAINT-MERRI,Paris
1,rue,SAINT-BERNARD,Paris
2,rue,EMÉRIAU,Paris
45,rue,BABYLONE,Paris
20,passage,MASLIER,Paris
23,rue,MONTORGUEIL,Paris
101,rue,MARCADET,Paris
1,cité,FLEURS,Paris
154,boulevard,SAINT-GERMAIN,Paris
2,rue,DUBRUNFAUT,Paris
16,rue,SPONTINI,Paris
17,rue,FRANKLIN,Paris
40,rue,VERNEUIL,Paris
68,rue,LOURMEL,Paris
16,avenue,BOUVINES,Paris
35,place,MAUBERT,Paris
49,rue,SAINT-LOUIS en l'ILE,Paris
3,impasse,LANGLOIS,Paris
7,rue,ROCHEBRUNE,Paris
3,impasse,CRINS,Paris
228,rue,CRIMÉE,Paris
3,rue,COURAT,Paris
2,rue,PERREL,Paris
13,rue,BERNARD PALISSY,Paris
10,rue,NICOLET,Paris
36,boulevard,MALESHERBES,Paris
71,rue,FAUBOURG POISSONNIÈRE,Paris
10,rue,SIBUET,Paris
97,boulevard,LEFEBVRE,Paris
3,place,OPÉRA,Paris
184,rue,LEGENDRE,Paris
19,rue,WATTIGNIES,Paris
72,rue,FOLIE-MÉRICOURT,Paris
39,rue,FÉCAMP,Paris
1,petite impasse,GAUDELET,Paris
6,rue,CONSERVATOIRE,Paris
11,rue,CORBINEAU,Paris
92,rue,ASSAS,Paris
52,rue,MOURAUD,Paris
20,cité,MALESHERBES,Paris
15,rue,ARC DE TRIOMPHE,Paris
88,rue,ORTEAUX,Paris
20,rue,FERRUS,Paris
81,rue,LA BOETIE,Paris
12,rue,CASCADES,Paris
53,rue,COMMERCE,Paris
23,rue,CAMPAGNE-PREMIÈRE,Paris
116,rue,ROQUETTE,Paris
4,rue,VERTBOIS,Paris
97,rue,PROVENCE,Paris
86,rue,MARTYRS,Paris
110,avenue,ITALIE,Paris
3,rue,BUOT,Paris
14,rue,OURCQ,Paris
2,passage,PRÉVOST,Paris
44,rue,MARCADET,Paris
10,place,VAUGIRARD,Paris
19,rue,FEYDEAU,Paris
47,rue,BONAPARTE,Paris
13,rue,SAINT-SULPICE,Paris
4,rue,LEUCK-MATHIEU,Paris
42,rue,TOURTILLE,Paris
29,rue,MARTIN BERNARD,Paris
18,rue,PAVILLONS,Paris
40,rue,POISSONNIERS,Paris
5,rue,SAINTE-OPPORTUNE,Paris
1,rue,DEPARTEMENT,Paris
18,impasse,COMPOINT,Paris
43,rue,SAINT-MERRI,Paris
26,rue,SAINT- SABIN,Paris
10,rue,BALLU,Paris
1,rue,HOUDON,Paris
11,rue,ROI DE SICILE,Paris
53,rue,SAINT-LAZARE,Paris
138,rue,CHEMIN-VERT,Paris
21,rue,VIENNE,Paris
61,rue,PHILIPPE DE GIRARD,Paris
15,rue,VERNIER,Paris
43,rue,FAUBOURG SAINT-ANTOINE,Paris
15,rue,JEAN-JACQUES ROUSSEAU,Paris
9,cité,GUÉNOT,Paris
89,rue,CARDINET,Paris
96,rue,CLAUDE DECAEN,Paris
45,rue,HAIES,Paris
9,rue,TURBIGO,Paris
45,rue,BOURSAULT,Paris
7,rue,CUSTINE,Paris
35,rue,BUCHERIE,Paris
25,rue,BOURGON,Paris
18,rue,CHAPON,Paris
86,rue,ABOUKIR,Paris
5,rue,SAINT-SAUVEUR,Paris
32,rue,JOUFFROY,Paris
19,rue,BOURSAULT,Paris
40,rue,TOMBE-ISSOIRE,Paris
37,rue,BEAUREGARD,Paris
14,rue,MONTREUIL,Paris
2,rue,CHAUVEAU-LAGARDE,Paris
18,rue,PONT-AUX-CHOUX,Paris
77,rue,CHARLOT,Paris
26,rue,LAURISTON,Paris
3,impasse,CHEVALIERS,Paris
15,rue,QUINAULT,Paris
142,rue,FAUBOURG SAINT-MARTIN,Paris
19,rue,DAVY,Paris
15,boulevard,VOLTAIRE,Paris
6,rue,AMPÈRE,Paris
3,rue,DHUIS,Paris
15,rue,ÉVANGILE,Paris
185,boulevard,MALESHERBES,Paris
14,rue,JOUYE-ROUVE,Paris
15,rue,FORGE-ROYALE,Paris
7,rue,LEVERT,Paris
15,cité,INDUSTRIELLE,Paris
6,villa,GOBELINS,Paris
12,rue,THÉRÈSE,Paris
2,rue,MERCŒUR,Paris
19,passage,BARRAULT,Paris
29,rue,CHARLOT,Paris
32,rue,MAUBEUGE,Paris
30,rue,OBERKAMPF,Paris
29,rue,BOIS,Paris
63,boulevard,PICPUS,Paris
14,rue,LANCRY,Paris
108,rue,BERCY,Paris
2,rue,PRÉSENTATION,Paris
1,rue,PIERRE LESCOT,Paris
70,rue,GLACIÈRE,Paris
3,rue,MONT DORE,Paris
2,rue,CASCADES,Paris
172,rue,BAGNOLET,Paris
8,rue,GUSTAVE DORÉ,Paris
16,rue,LOURMEL,Paris
64,rue,MOINES,Paris
58,rue,MALTE,Paris
4,place,SAINT-THOMAS D'AQUIN,Paris
16,rue,BEAUNIER,Paris
1,rue,DUNES,Paris
51,rue,LA JONQUIÈRE,Paris
121,boulevard,BESSIÈRES,Paris
18,rue,MONTALIVET,Paris
8,rue,HAMEAU,Paris
12,rue,TRONCHET,Paris
97,rue,SEINE,Paris
20,rue,BOURGON,Paris
14,rue,DOUDEAUVILLE,Paris
8,avenue,VICTOR-HUGO,Paris
13,rue,JEAN BART,Paris
2,rue,MADAME,Paris
25,rue,JOUYE-ROUVE,Paris
38,rue,MICHEL-ANGE,Paris
7,villa,PROGRÈS,Paris
12,rue,DURAND-CLAYE,Paris
97,rue,DIDOT,Paris
32,rue,CHALIGNY,Paris
6,rue,LOGELBACH,Paris
100,rue,BERCY,Paris
26,rue,BOIS-LE-VENT,Paris
7,rue,AVRE,Paris
2,place,GARE,Paris
42,rue,CAIRE,Paris
51,rue,ORSEL,Paris
52,rue,N.-D. DE LORETTE,Paris
10,rue,CHEMIN-VERT,Paris
7,passage,ALEXANDRINE LEPEU,Paris
200,rue,MARCADET,Paris
29,rue,HARPE,Paris
11,cité,MORIEUX,Paris
31,rue,SERVAN,Paris
8,rue,VICTOR MASSÉ,Paris
43,rue,RICHARD LENOIR,Paris
6,rue,SAINT-DOMINIQUE,Paris
26,villa,BELLEVUE,Paris
17,rue,ALIBERT,Paris
9,rue,JASMIN,Paris
15,rue,DIEU,Paris
13,rue,LEMERCIER,Paris
135,boulevard,PEREIRE,Paris
1,rue,MONGE,Paris
220,boulevard,VOLTAIRE,Paris
104,rue,NOLLET,Paris
106,rue,CONVENTION,Paris
118,boulevard,MASSÉNA,Paris
29,rue,SAINT- SABIN,Paris
6,boulevard,BELLEVILLE,Paris
38,avenue,BUGEAUD,Paris
50,rue,TROIS FRÈRES,Paris
30,rue,MOURAUD,Paris
89,rue,COMMERCE,Paris
4,rue,HÉROLD,Paris
114,rue,BAGNOLET,Paris
7,rue,DOCTEUR,Paris
70,rue,ALLERAY,Paris
11,passage,GÉNIE,Paris
7,place,SORBONNE,Paris
170,rue,PELLEPORT,Paris
8,avenue,VAUGIRARD,Paris
5,rue,FAUBOURG POISSONNIÈRE,Paris
1,rue,CERISOLES,Paris
5,rue,SAINT-YVES,Paris
27,rue,SAINT-ROCH,Paris
23,rue,NATIONALE,Paris
8,rue,FROCHOT,Paris
5,petite impasse,GAUDELET,Paris
145,boulevard,VOLTAIRE,Paris
42,rue,GARE DE REUILLY,Paris
6,avenue,OPÉRA,Paris
29,rue,TRÉVISE,Paris
14,passage,SAINT-BERNARD,Paris
47,rue,ASSAS,Paris
8,rue,TOURNEUX,Paris
5,rue,RAVIGNAN,Paris
7,boulevard,CHAUVELOT,Paris
179,rue,CROIX-NIVERT,Paris
1,rue,MALTE,Paris
22,rue,CHARTRES,Paris
1,rue,GOZLIN,Paris
17,rue,SAINT-SULPICE,Paris
23,rue,SAINT-SÉBASTIEN,Paris
11,avenue,OBSERVATOIRE,Paris
20,rue,FAUBOURG ST-HONORÉ,Paris
7,passage,LEGENDRE,Paris
7,rue,NICOLO,Paris
3,rue,SAINT-SIMON,Paris
60,boulevard,VOLTAIRE,Paris
6,rue,PONTOISE,Paris
35,rue,PETITS-CARREAUX,Paris
22,rue,CHAMP DE L'ALOUETTE,Paris
4,rue,DANTZIG,Paris
26,cité,DORÉ,Paris
154,rue,BAGNOLET,Paris
5,rue,DUGUAY-TROUIN,Paris
12,rue,GREUZE,Paris
14,rue,TERRASSE,Paris
47,rue,CINQ-DIAMANTS,Paris
118,rue,CROIX-NIVERT,Paris
69,avenue,ITALIE,Paris
7,rue,SAINTS-PÈRES,Paris
16,rue,PLUMET,Paris
126,rue,OUEST,Paris
16,cours,VINCENNES,Paris
67,avenue,WAGRAM,Paris
58,rue,TAITBOUT,Paris
15,rue,FAUBOURG POISSONNIÈRE,Paris
17,rue,ENVIERGES,Paris
1,rue,LAPPE,Paris
8,rue,PONT DE LODI,Paris
17,rue,CHARONNE,Paris
184,rue,BELLEVILLE,Paris
41,boulevard,NEY,Paris
128,boulevard,RICHARD LENOIR,Paris
37,rue,ALSACE,Paris
24,rue,LYONNAIS,Paris
69,rue,LA JONQUIÈRE,Paris
18,rue,JEAN COTTIN,Paris
47,rue,VERNEUIL,Paris
25,rue,CHAILLOT,Paris
9,rue,BOULAY,Paris
11,rue,LACÉPÈDE,Paris
4,impasse,ORILLON,Paris
68,rue,CLISSON,Paris
38,rue,CAMBRONNE,Paris
12,villa,HERRAN,Paris
1,rue,COTTE,Paris
7,rue,HANOVRE,Paris
106,boulevard,SÉBASTOPOL,Paris
313,rue,CHARENTON,Paris
42,rue,LAGNY,Paris
74,rue,VICTOIRE,Paris
15,rue,CASTEX,Paris
60,rue,PHILIPPE DE GIRARD,Paris
1,rue,PIERRE GUÉRIN,Paris
5,rue,BIRAGUE,Paris
158,rue,FAUBOURG SAINT-ANTOINE,Paris
2,place,VALOIS,Paris
79,rue,MONCEAU,Paris
52,rue,POLONCEAU,Paris
5,rue,SAINTE-ISAURE,Paris
55,rue,RODIER,Paris
52,rue,PIERRE CHARRON,Paris
8,rue,POISSY,Paris
5,rue,SAINT-DOMINIQUE,Paris
7,rue,CHRISTOPHE COLOMB,Paris
22,rue,BEAUJON,Paris
34,passage,DOUDEAUVILLE,Paris
11,rue,COPREAUX,Paris
90,boulevard,ARAGO,Paris
30,rue,VITAL,Paris
26,rue,VERCINGÉTORIX,Paris
5,rue,UNIVERSITÉ,Paris
42,rue,CHARONNE,Paris
73,rue,RÉBEVAL,Paris
2,rue,SAINT-MERRI,Paris
52,rue,SAUFFROY,Paris
24,rue,TACLET,Paris
40,rue,LAUGIER,Paris
30,rue,RÉGNAULT,Paris
71,rue,DAMES,Paris
48,rue,GAY-LUSSAC,Paris
108,boulevard,HAUSSMANN,Paris
14,passage,JEAN NICOT,Paris
104,rue,TEMPLE,Paris
140,rue,PELLEPORT,Paris
90,rue,MONTMARTRE,Paris
35,boulevard,BRUNE,Paris
68,rue,VARENNE,Paris
13,rue,PAUL BAUDRY,Paris
68,rue,AMPÈRE,Paris
33,rue,JOUYE-ROUVE,Paris
67,rue,ABOUKIR,Paris
20,rue,EUGÈNE FLACHAT,Paris
50,rue,SAINT-DOMINIQUE,Paris
48,avenue,ITALIE,Paris
2,rue,ALAIN CHARTIER,Paris
9,rue,MOGADOR,Paris
1,rue,MÉZIÈRES,Paris
8,rue,WEBER,Paris
1,rue,TERRE-NEUVE,Paris
29,avenue,MONTAIGNE,Paris
180,rue,FAUBOURG SAINT-MARTIN,Paris
5,rue,DANVILLE,Paris
22,rue,DENFERT-ROCHEREAU,Paris
39,quai,SEINE,Paris
10,rue,JARENTE,Paris
52,boulevard,ITALIE,Paris
57,rue,MIROMESNIL,Paris
41,rue,GABRIELLE,Paris
15,rue,CHALGRIN,Paris
60,avenue,PARMENTIER,Paris
85,rue,MARTYRS,Paris
2,rue,LONDRES,Paris
169,rue,MARCADET,Paris
57,rue,SAINT-ANDRÉ-DES-ARTS,Paris
2,rue,TARBÉ,Paris
126,rue,GRENELLE,Paris
3,rue,VERNIER,Paris
10,rue,CLAUDE BERNARD,Paris
6,boulevard,POISSONNIÈRE,Paris
38,rue,OBERKAMPF,Paris
62,boulevard,STRASBOURG,Paris
82,rue,COMPANS,Paris
169,rue,MARCADET,Paris
39,rue,FAUBOURG DU TEMPLE,Paris
58,rue,LETORT,Paris
1,rue,DESAIX,Paris
1,rue,THOLOZÉ,Paris
110,avenue,RÉPUBLIQUE,Paris
12,rue,ROUEN,Paris
3,rue,BAUDELIQUE,Paris
1,rue,LA CONDAMINE,Paris
27,rue,VÉRON,Paris
36,rue,FAUBOURG DU TEMPLE,Paris
35,rue,VIOLET,Paris
6,rue,HANOVRE,Paris
32,rue,LAFFITTE,Paris
94,cours,VINCENNES,Paris
31,rue,LEPIC,Paris
11,rue,PIERRE LEROUX,Paris
1,rue,ANDROUET,Paris
119,rue,PYRÉNÉES,Paris
11,rue,MONTAGNE-Ste-GENEVIÈVE,Paris
15,rue,DU SOMMERARD,Paris
32,rue,SAINT-DENIS,Paris
66,rue,RONDEAUX,Paris
17,rue,ALEMBERT,Paris
98,avenue,St-OUEN,Paris
205,rue,SAINT-HONORÉ,Paris
5,place,ALLERAY,Paris
57,rue,OURCQ,Paris
15,rue,DUPLEIX,Paris
4,impasse,FLEURY,Paris
103,boulevard,LEFEBVRE,Paris
44,avenue,RÉPUBLIQUE,Paris
8,rue,PORTEFOIN,Paris
76,rue,COMMERCE,Paris
88,boulevard,BEAUMARCHAIS,Paris
6,rue,PYRAMIDES,Paris
8,passage,SAVART,Paris
23,rue,FRANÇOIS MIRON,Paris
120,boulevard,COURCELLES,Paris
14,rue,SAINTE-ISAURE,Paris
37,rue,LA QUINTINIE,Paris
10,rue,SAY,Paris
23,rue,RENNEQUIN,Paris
10,rue,VINCENT COMPOINT,Paris
52,rue,RUISSEAU,Paris
2,place,BOULNOIS,Paris
9,passage,UNION,Paris
30,rue,PIXÉRÉCOURT,Paris
10,rue,UNIVERSITÉ,Paris
112,rue,TOUR,Paris
23,rue,POUSSIN,Paris
49,avenue,TERNES,Paris
3,impasse,TALUS,Paris
119,rue,CLIGNANCOURT,Paris
24,rue,DUHESME,Paris
7,rue,CHARBONNIÈRE,Paris
7,rue,ÉRARD,Paris
51,rue,VERRERIE,Paris
47,rue,CHATEAU D'EAU,Paris
57,rue,DIDOT,Paris
3,rue,BOISSIEU,Paris
98,avenue,DAUMESNIL,Paris
53,rue,CINQ-DIAMANTS,Paris
20,rue,BERNE,Paris
21,rue,PRESSOIR,Paris
154,avenue,MALAKOFF,Paris
3,rue,NICOLET,Paris
10,rue,BOUCRY,Paris
97,rue,CHEMIN-VERT,Paris
44,rue,BERGERS,Paris
15,rue,SIMON-LE-FRANC,Paris
4,place,ÉTOILE,Paris
37,avenue,FRIEDLAND,Paris
23,boulevard,CLICHY,Paris
5,rue,SAUVAL,Paris
17,passage,ORTEAUX,Paris
86,rue,NOLLET,Paris
26,rue,BARBET DE JOUY,Paris
55,rue,PASSY,Paris
56,rue,LANCRY,Paris
99,rue,TOCQUEVILLE,Paris
34,avenue,VILLEMAIN,Paris
49,rue,MONTAGNE-Ste-GENEVIÈVE,Paris
69,rue,LECOURBE,Paris
2,rue,GUISARDE,Paris
45,rue,SAINT-LAMBERT,Paris
48,rue,FRANÇOIS Ier,Paris
2,avenue,INGRES,Paris
10,rue,LABIE,Paris
7,passage,TAILLANDIERS,Paris
288,rue,PYRÉNÉES,Paris
1,rue,CASIMIR DELAVIGNE,Paris
39,rue,PATAY,Paris
22,impasse,ANTIN,Paris
27,rue,CLAUDE TILLIER,Paris
36,rue,FAIDHERBE,Paris
18,rue,FAUBOURG POISSONNIÈRE,Paris
1,avenue,CIMETIERE DU NORD,Paris
160,rue,SAINT-MAUR,Paris
1,impasse,ROYER-COLLARD,Paris
48,rue,PETIT,Paris
4,rue,SAINTE-CLAIRE-DEVILLE,Paris
33,boulevard,LA TOUR-MAUBOURG,Paris
6,rue,SAINT-JOSEPH,Paris
5,avenue,GOURGAUD,Paris
